,Actual,ARIMA Forecast
2022-09-13 00:00:00,246.72988891601562,
2022-09-14 00:00:00,246.95509338378906,
2022-09-15 00:00:00,240.2578887939453,
2022-09-16 00:00:00,239.63124084472656,
2022-09-19 00:00:00,239.41583251953125,
2022-09-20 00:00:00,237.38900756835938,
2022-09-21 00:00:00,233.96209716796875,
2022-09-22 00:00:00,235.94969177246094,
2022-09-23 00:00:00,232.95358276367188,
2022-09-26 00:00:00,232.493408203125,
2022-09-27 00:00:00,231.47512817382812,
2022-09-28 00:00:00,236.03785705566406,
2022-09-29 00:00:00,232.54234313964844,
2022-09-30 00:00:00,228.03836059570312,
2022-10-03 00:00:00,235.71473693847656,
2022-10-04 00:00:00,243.68479919433594,
2022-10-05 00:00:00,243.99810791015625,
2022-10-06 00:00:00,241.63844299316406,
2022-10-07 00:00:00,229.35043334960938,
2022-10-10 00:00:00,224.46458435058594,
2022-10-11 00:00:00,220.70472717285156,
2022-10-12 00:00:00,221.03762817382812,
2022-10-13 00:00:00,229.35043334960938,
2022-10-14 00:00:00,223.78895568847656,
2022-10-17 00:00:00,232.57176208496094,
2022-10-18 00:00:00,233.52149963378906,
2022-10-19 00:00:00,231.54364013671875,
2022-10-20 00:00:00,231.2205352783203,
2022-10-21 00:00:00,237.06590270996094,
2022-10-24 00:00:00,242.08883666992188,
2022-10-25 00:00:00,245.42767333984375,
2022-10-26 00:00:00,226.49134826660156,
2022-10-27 00:00:00,222.0167694091797,
2022-10-28 00:00:00,230.94635009765625,
2022-10-31 00:00:00,227.2844696044922,
2022-11-01 00:00:00,223.4071044921875,
2022-11-02 00:00:00,215.50558471679688,
2022-11-03 00:00:00,209.77767944335938,
2022-11-04 00:00:00,216.76864624023438,
2022-11-07 00:00:00,223.11338806152344,
2022-11-08 00:00:00,224.09251403808594,
2022-11-09 00:00:00,219.82354736328125,
2022-11-10 00:00:00,237.907958984375,
2022-11-11 00:00:00,241.95175170898438,
2022-11-14 00:00:00,236.50782775878906,
2022-11-15 00:00:00,236.91908264160156,
2022-11-16 00:00:00,237.35108947753906,
2022-11-17 00:00:00,237.30197143554688,
2022-11-18 00:00:00,236.85031127929688,
2022-11-21 00:00:00,237.66529846191406,
2022-11-22 00:00:00,240.59129333496094,
2022-11-23 00:00:00,243.09510803222656,
2022-11-25 00:00:00,243.00672912597656,
2022-11-28 00:00:00,237.38052368164062,
2022-11-29 00:00:00,235.97645568847656,
2022-11-30 00:00:00,250.51815795898438,
2022-12-01 00:00:00,250.07630920410156,
2022-12-02 00:00:00,250.4003143310547,
2022-12-05 00:00:00,245.66761779785156,
2022-12-06 00:00:00,240.67965698242188,
2022-12-07 00:00:00,239.9432373046875,
2022-12-08 00:00:00,242.91836547851562,
2022-12-09 00:00:00,240.97422790527344,
2022-12-12 00:00:00,247.93577575683594,
2022-12-13 00:00:00,252.2659149169922,
2022-12-14 00:00:00,252.56048583984375,
2022-12-15 00:00:00,244.49920654296875,
2022-12-16 00:00:00,240.25746154785156,
2022-12-19 00:00:00,236.09425354003906,
2022-12-20 00:00:00,237.4197998046875,
2022-12-21 00:00:00,240.00216674804688,
2022-12-22 00:00:00,233.8751983642578,
2022-12-23 00:00:00,234.40542602539062,
2022-12-27 00:00:00,232.66749572753906,
2022-12-28 00:00:00,230.281494140625,
2022-12-29 00:00:00,236.6441192626953,
2022-12-30 00:00:00,235.4756622314453,
2023-01-03 00:00:00,235.24002075195312,
2023-01-04 00:00:00,224.9498748779297,
2023-01-05 00:00:00,218.2828826904297,
2023-01-06 00:00:00,220.85540771484375,
2023-01-09 00:00:00,223.00570678710938,
2023-01-10 00:00:00,224.7043914794922,
2023-01-11 00:00:00,231.49905395507812,
2023-01-12 00:00:00,234.18939208984375,
2023-01-13 00:00:00,234.89634704589844,
2023-01-17 00:00:00,235.99607849121094,
2023-01-18 00:00:00,231.53831481933594,
2023-01-19 00:00:00,227.7285919189453,
2023-01-20 00:00:00,235.86843872070312,
2023-01-23 00:00:00,238.18568420410156,
2023-01-24 00:00:00,237.6554412841797,
2023-01-25 00:00:00,236.25135803222656,
2023-01-26 00:00:00,243.5075225830078,
2023-01-27 00:00:00,243.66461181640625,
2023-01-30 00:00:00,238.31332397460938,
2023-01-31 00:00:00,243.3209686279297,
2023-02-01 00:00:00,248.17144775390625,
2023-02-02 00:00:00,259.8067626953125,
2023-02-03 00:00:00,253.67002868652344,
2023-02-06 00:00:00,252.1186065673828,
2023-02-07 00:00:00,262.7131652832031,
2023-02-08 00:00:00,261.8982238769531,
2023-02-09 00:00:00,258.8444519042969,
2023-02-10 00:00:00,258.3340148925781,
2023-02-13 00:00:00,266.40509033203125,
2023-02-14 00:00:00,267.23968505859375,
2023-02-15 00:00:00,265.1036071777344,
2023-02-16 00:00:00,258.0458679199219,
2023-02-17 00:00:00,254.01992797851562,
2023-02-21 00:00:00,248.71429443359375,
2023-02-22 00:00:00,247.5724639892578,
2023-02-23 00:00:00,250.78143310546875,
2023-02-24 00:00:00,245.3183135986328,
2023-02-27 00:00:00,246.2436065673828,
2023-02-28 00:00:00,245.51519775390625,
2023-03-01 00:00:00,242.4145050048828,
2023-03-02 00:00:00,247.17872619628906,
2023-03-03 00:00:00,251.2932586669922,
2023-03-06 00:00:00,252.84854125976562,
2023-03-07 00:00:00,250.17111206054688,
2023-03-08 00:00:00,249.72817993164062,
2023-03-09 00:00:00,248.3697967529297,
2023-03-10 00:00:00,244.6981658935547,
2023-03-13 00:00:00,249.94473266601562,
2023-03-14 00:00:00,256.7071838378906,
2023-03-15 00:00:00,261.28436279296875,
2023-03-16 00:00:00,271.8759460449219,
2023-03-17 00:00:00,275.05535888671875,
2023-03-20 00:00:00,267.96807861328125,
2023-03-21 00:00:00,269.4938049316406,
2023-03-22 00:00:00,268.02716064453125,
2023-03-23 00:00:00,273.31304931640625,
2023-03-24 00:00:00,276.1775207519531,
2023-03-27 00:00:00,272.0531005859375,
2023-03-28 00:00:00,270.9211120605469,
2023-03-29 00:00:00,276.1184387207031,
2023-03-30 00:00:00,279.6029968261719,
2023-03-31 00:00:00,283.7864074707031,
2023-04-03 00:00:00,282.7333068847656,
2023-04-04 00:00:00,282.68402099609375,
2023-04-05 00:00:00,279.8884582519531,
2023-04-06 00:00:00,287.0347900390625,
2023-04-10 00:00:00,284.85943603515625,
2023-04-11 00:00:00,278.4021301269531,
2023-04-12 00:00:00,279.0517883300781,
2023-04-13 00:00:00,285.3023376464844,
2023-04-14 00:00:00,281.6603088378906,
2023-04-17 00:00:00,284.27862548828125,
2023-04-18 00:00:00,283.8553771972656,
2023-04-19 00:00:00,283.93414306640625,
2023-04-20 00:00:00,281.6307678222656,
2023-04-21 00:00:00,281.2862548828125,
2023-04-24 00:00:00,277.35870361328125,
2023-04-25 00:00:00,271.108154296875,
2023-04-26 00:00:00,290.74578857421875,
2023-04-27 00:00:00,300.0577087402344,
2023-04-28 00:00:00,302.4496765136719,
2023-05-01 00:00:00,300.7762756347656,
2023-05-02 00:00:00,300.6286315917969,
2023-05-03 00:00:00,299.63446044921875,
2023-05-04 00:00:00,300.6286315917969,
2023-05-05 00:00:00,305.78656005859375,
2023-05-08 00:00:00,303.8179016113281,
2023-05-09 00:00:00,302.1937255859375,
2023-05-10 00:00:00,307.4205322265625,
2023-05-11 00:00:00,305.2550048828125,
2023-05-12 00:00:00,304.13287353515625,
2023-05-15 00:00:00,304.61517333984375,
2023-05-16 00:00:00,306.8594970703125,
2023-05-17 00:00:00,309.75982666015625,
2023-05-18 00:00:00,314.21875,
2023-05-19 00:00:00,314.0412292480469,
2023-05-22 00:00:00,316.84283447265625,
2023-05-23 00:00:00,311.0027770996094,
2023-05-24 00:00:00,309.61187744140625,
2023-05-25 00:00:00,321.51885986328125,
2023-05-26 00:00:00,328.3947448730469,
2023-05-30 00:00:00,326.7374572753906,
2023-05-31 00:00:00,323.95550537109375,
2023-06-01 00:00:00,328.08892822265625,
2023-06-02 00:00:00,330.8708190917969,
2023-06-05 00:00:00,331.4035339355469,
2023-06-06 00:00:00,329.1740417480469,
2023-06-07 00:00:00,319.0131530761719,
2023-06-08 00:00:00,320.8677978515625,
2023-06-09 00:00:00,322.3771057128906,
2023-06-12 00:00:00,327.3687744140625,
2023-06-13 00:00:00,329.77581787109375,
2023-06-14 00:00:00,332.7846374511719,
2023-06-15 00:00:00,343.39935302734375,
2023-06-16 00:00:00,337.707275390625,
2023-06-20 00:00:00,333.4850769042969,
2023-06-21 00:00:00,329.0556640625,
2023-06-22 00:00:00,335.1226501464844,
2023-06-23 00:00:00,330.4959411621094,
2023-06-26 00:00:00,324.1627197265625,
2023-06-27 00:00:00,330.05206298828125,
2023-06-28 00:00:00,331.31475830078125,
2023-06-29 00:00:00,330.52557373046875,
2023-06-30 00:00:00,335.94146728515625,
2023-07-03 00:00:00,333.4258728027344,
2023-07-05 00:00:00,333.5837097167969,
2023-07-06 00:00:00,336.66156005859375,
2023-07-07 00:00:00,332.666259765625,
2023-07-10 00:00:00,327.3489990234375,
2023-07-11 00:00:00,327.98040771484375,
2023-07-12 00:00:00,332.64654541015625,
2023-07-13 00:00:00,338.0328063964844,
2023-07-14 00:00:00,340.5779113769531,
2023-07-17 00:00:00,341.0613708496094,
2023-07-18 00:00:00,354.635498046875,
2023-07-19 00:00:00,350.28509521484375,
2023-07-20 00:00:00,342.1859436035156,
2023-07-21 00:00:00,339.1278076171875,
2023-07-24 00:00:00,340.44970703125,
2023-07-25 00:00:00,346.2404479980469,
2023-07-26 00:00:00,333.2088317871094,
2023-07-27 00:00:00,326.2540588378906,
2023-07-28 00:00:00,333.80072021484375,
2023-07-31 00:00:00,331.3838806152344,
2023-08-01 00:00:00,331.79815673828125,
2023-08-02 00:00:00,323.0775146484375,
2023-08-03 00:00:00,322.2489318847656,
2023-08-04 00:00:00,323.3537292480469,
2023-08-07 00:00:00,325.6522521972656,
2023-08-08 00:00:00,321.64703369140625,
2023-08-09 00:00:00,317.878662109375,
2023-08-10 00:00:00,318.5691833496094,
2023-08-11 00:00:00,316.6751708984375,
2023-08-14 00:00:00,319.6641845703125,
2023-08-15 00:00:00,317.513671875,
2023-08-16 00:00:00,316.7425842285156,
2023-08-17 00:00:00,313.2627868652344,
2023-08-18 00:00:00,312.86737060546875,
2023-08-21 00:00:00,318.2057189941406,
2023-08-22 00:00:00,318.779052734375,
2023-08-23 00:00:00,323.2672424316406,
2023-08-24 00:00:00,316.3175048828125,
2023-08-25 00:00:00,319.2931213378906,
2023-08-28 00:00:00,320.0049133300781,
2023-08-29 00:00:00,324.6611328125,
2023-08-30 00:00:00,325.03680419921875,
2023-08-31 00:00:00,324.01861572265625,
2023-09-01 00:00:00,324.9082946777344,
2023-09-05 00:00:00,329.74249267578125,
2023-09-06 00:00:00,329.0801696777344,
2023-09-07 00:00:00,326.14404296875,
2023-09-08 00:00:00,330.4542541503906,
2023-09-11 00:00:00,334.0823669433594,
2023-09-12 00:00:00,327.9827880859375,
2023-09-13 00:00:00,332.2237854003906,
2023-09-14 00:00:00,334.83367919921875,
2023-09-15 00:00:00,326.45050048828125,
2023-09-18 00:00:00,325.3037109375,
2023-09-19 00:00:00,324.8984069824219,
2023-09-20 00:00:00,317.1083679199219,
2023-09-21 00:00:00,315.88250732421875,
2023-09-22 00:00:00,313.3913269042969,
2023-09-25 00:00:00,313.9152526855469,
2023-09-26 00:00:00,308.5768737792969,
2023-09-27 00:00:00,309.2194519042969,
2023-09-28 00:00:00,310.0597839355469,
2023-09-29 00:00:00,312.1456604003906,
2023-10-02 00:00:00,318.1265869140625,
2023-10-03 00:00:00,309.8125915527344,
2023-10-04 00:00:00,315.31903076171875,
2023-10-05 00:00:00,315.71441650390625,
2023-10-06 00:00:00,323.5242919921875,
2023-10-09 00:00:00,326.0550537109375,
2023-10-10 00:00:00,324.6413879394531,
2023-10-11 00:00:00,328.6253967285156,
2023-10-12 00:00:00,327.3797912597656,
2023-10-13 00:00:00,323.98895263671875,
2023-10-16 00:00:00,328.8428649902344,
2023-10-17 00:00:00,328.26947021484375,
2023-10-18 00:00:00,326.34173583984375,
2023-10-19 00:00:00,327.5379333496094,
2023-10-20 00:00:00,322.9410095214844,
2023-10-23 00:00:00,325.56072998046875,
2023-10-24 00:00:00,326.7569885253906,
2023-10-25 00:00:00,336.78125,
2023-10-26 00:00:00,324.1471252441406,
2023-10-27 00:00:00,326.0451965332031,
2023-10-30 00:00:00,333.4595642089844,
2023-10-31 00:00:00,334.25042724609375,
2023-11-01 00:00:00,342.1195373535156,
2023-11-02 00:00:00,344.3438720703125,
2023-11-03 00:00:00,348.7727355957031,
2023-11-06 00:00:00,352.4601745605469,
2023-11-07 00:00:00,356.4145202636719,
2023-11-08 00:00:00,359.05401611328125,
2023-11-09 00:00:00,356.57269287109375,
2023-11-10 00:00:00,365.4501953125,
2023-11-13 00:00:00,362.4942932128906,
2023-11-14 00:00:00,366.0433349609375,
2023-11-15 00:00:00,366.19189453125,
2023-11-16 00:00:00,372.6307678222656,
2023-11-17 00:00:00,366.3702087402344,
2023-11-20 00:00:00,373.8887634277344,
2023-11-21 00:00:00,369.5599365234375,
2023-11-22 00:00:00,374.2949523925781,
2023-11-24 00:00:00,373.8788757324219,
2023-11-27 00:00:00,375.0478210449219,
2023-11-28 00:00:00,379.09930419921875,
2023-11-29 00:00:00,375.2855224609375,
2023-11-30 00:00:00,375.344970703125,
2023-12-01 00:00:00,370.98638916015625,
2023-12-04 00:00:00,365.6669006347656,
2023-12-05 00:00:00,369.01507568359375,
2023-12-06 00:00:00,365.330078125,
2023-12-07 00:00:00,367.4598693847656,
2023-12-08 00:00:00,370.7090148925781,
2023-12-11 00:00:00,367.8065490722656,
2023-12-12 00:00:00,370.8575744628906,
2023-12-13 00:00:00,370.8476867675781,
2023-12-14 00:00:00,362.487060546875,
2023-12-15 00:00:00,367.241943359375,
2023-12-18 00:00:00,369.14385986328125,
2023-12-19 00:00:00,369.74810791015625,
2023-12-20 00:00:00,367.1329650878906,
2023-12-21 00:00:00,370.0255126953125,
2023-12-22 00:00:00,371.0556640625,
2023-12-26 00:00:00,371.13494873046875,
2023-12-27 00:00:00,370.5505065917969,
2023-12-28 00:00:00,371.7491149902344,
2023-12-29 00:00:00,372.5019836425781,
2024-01-02 00:00:00,367.380615234375,
2024-01-03 00:00:00,367.1131286621094,
2024-01-04 00:00:00,364.4781799316406,
2024-01-05 00:00:00,364.2899475097656,
2024-01-08 00:00:00,371.1646728515625,
2024-01-09 00:00:00,372.25433349609375,
2024-01-10 00:00:00,379.16864013671875,
2024-01-11 00:00:00,381.0111389160156,
2024-01-12 00:00:00,384.8150329589844,
2024-01-16 00:00:00,386.5980529785156,
2024-01-17 00:00:00,385.80560302734375,
2024-01-18 00:00:00,390.1642150878906,
2024-01-19 00:00:00,394.9190673828125,
2024-01-22 00:00:00,392.7793884277344,
2024-01-23 00:00:00,395.1468505859375,
2024-01-24 00:00:00,398.7724609375,
2024-01-25 00:00:00,401.0606994628906,
2024-01-26 00:00:00,400.1295471191406,
2024-01-29 00:00:00,405.8650817871094,
2024-01-30 00:00:00,404.7457275390625,
2024-01-31 00:00:00,393.8393249511719,
2024-02-01 00:00:00,399.9809265136719,
2024-02-02 00:00:00,407.3509521484375,
2024-02-05 00:00:00,401.8334045410156,
2024-02-06 00:00:00,401.67486572265625,
2024-02-07 00:00:00,410.15435791015625,
2024-02-08 00:00:00,410.2137756347656,
2024-02-09 00:00:00,416.59320068359375,
2024-02-12 00:00:00,411.35296630859375,
2024-02-13 00:00:00,402.4970703125,
2024-02-14 00:00:00,406.3873596191406,
2024-02-15 00:00:00,403.4795837402344,
2024-02-16 00:00:00,400.99853515625,
2024-02-20 00:00:00,399.7381591796875,
2024-02-21 00:00:00,399.13275146484375,
2024-02-22 00:00:00,408.5309753417969,
2024-02-23 00:00:00,407.2309265136719,
2024-02-26 00:00:00,404.4521789550781,
2024-02-27 00:00:00,404.39263916015625,
2024-02-28 00:00:00,404.6307678222656,
2024-02-29 00:00:00,410.5059509277344,
2024-03-01 00:00:00,412.3518371582031,
2024-03-04 00:00:00,411.7762756347656,
2024-03-05 00:00:00,399.59918212890625,
2024-03-06 00:00:00,399.04345703125,
2024-03-07 00:00:00,406.0400695800781,
2024-03-08 00:00:00,403.14215087890625,
2024-03-11 00:00:00,401.4550476074219,
2024-03-12 00:00:00,412.13348388671875,
2024-03-13 00:00:00,411.95489501953125,
2024-03-14 00:00:00,421.9981689453125,
2024-03-15 00:00:00,413.2648620605469,
2024-03-18 00:00:00,414.15802001953125,
2024-03-19 00:00:00,418.217041015625,
2024-03-20 00:00:00,422.00811767578125,
2024-03-21 00:00:00,426.11676025390625,
2024-03-22 00:00:00,425.4915466308594,
2024-03-25 00:00:00,419.65606689453125,
2024-03-26 00:00:00,418.4552307128906,
2024-03-27 00:00:00,418.2369079589844,
2024-03-28 00:00:00,417.53228759765625,
2024-04-01 00:00:00,421.3531188964844,
2024-04-02 00:00:00,418.246826171875,
2024-04-03 00:00:00,417.26434326171875,
2024-04-04 00:00:00,414.71380615234375,
2024-04-05 00:00:00,422.2959289550781,
2024-04-08 00:00:00,421.3729553222656,
2024-04-09 00:00:00,423.0501708984375,
2024-04-10 00:00:00,420.05303955078125,
2024-04-11 00:00:00,424.6876525878906,
2024-04-12 00:00:00,418.7033386230469,
2024-04-15 00:00:00,410.5059509277344,
2024-04-16 00:00:00,411.4388122558594,
2024-04-17 00:00:00,408.7195739746094,
2024-04-18 00:00:00,401.2069396972656,
2024-04-19 00:00:00,396.095947265625,
2024-04-22 00:00:00,397.9219665527344,
2024-04-23 00:00:00,404.48193359375,
2024-04-24 00:00:00,405.96063232421875,
2024-04-25 00:00:00,396.0165710449219,
2024-04-26 00:00:00,403.24139404296875,
2024-04-29 00:00:00,399.2022399902344,
2024-04-30 00:00:00,386.3800964355469,
2024-05-01 00:00:00,391.9476318359375,
2024-05-02 00:00:00,394.82562255859375,
2024-05-03 00:00:00,403.57879638671875,
2024-05-06 00:00:00,410.40667724609375,
2024-05-07 00:00:00,406.238525390625,
2024-05-08 00:00:00,407.429443359375,
2024-05-09 00:00:00,409.1959533691406,
2024-05-10 00:00:00,411.59759521484375,
2024-05-13 00:00:00,410.5853271484375,
2024-05-14 00:00:00,413.40380859375,
2024-05-15 00:00:00,420.6317443847656,
2024-05-16 00:00:00,418.5538330078125,
2024-05-17 00:00:00,417.7783508300781,
2024-05-20 00:00:00,422.8786315917969,
2024-05-21 00:00:00,426.5572814941406,
2024-05-22 00:00:00,428.0286865234375,
2024-05-23 00:00:00,424.5290832519531,
2024-05-24 00:00:00,427.6707763671875,
2024-05-28 00:00:00,427.8298645019531,
2024-05-29 00:00:00,426.6865234375,
2024-05-30 00:00:00,412.2704162597656,
2024-05-31 00:00:00,412.7277526855469,
2024-06-03 00:00:00,411.1270751953125,
2024-06-04 00:00:00,413.6623229980469,
2024-06-05 00:00:00,421.5563659667969,
2024-06-06 00:00:00,422.0633850097656,
2024-06-07 00:00:00,421.3973083496094,
2024-06-10 00:00:00,425.3940124511719,
2024-06-11 00:00:00,430.1761779785156,
2024-06-12 00:00:00,438.5076904296875,
2024-06-13 00:00:00,439.0246887207031,
2024-06-14 00:00:00,440.00897216796875,
2024-06-17 00:00:00,445.775390625,
2024-06-18 00:00:00,443.75714111328125,
2024-06-20 00:00:00,443.120849609375,
2024-06-21 00:00:00,447.17724609375,
2024-06-24 00:00:00,445.0794372558594,
2024-06-25 00:00:00,448.3404541015625,
2024-06-26 00:00:00,449.54345703125,
2024-06-27 00:00:00,450.2294921875,
2024-06-28 00:00:00,444.3636169433594,
2024-07-01 00:00:00,454.0870056152344,
2024-07-02 00:00:00,456.62225341796875,
2024-07-03 00:00:00,458.1036376953125,
2024-07-05 00:00:00,464.8543395996094,
2024-07-08 00:00:00,463.5419921875,
2024-07-09 00:00:00,456.8807678222656,
2024-07-10 00:00:00,463.55194091796875,
2024-07-11 00:00:00,452.06878662109375,
2024-07-12 00:00:00,450.9254150390625,
2024-07-15 00:00:00,451.3330383300781,
