Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-05-03,23.294862747192383,23.44583312303291,23.083502493286915,23.15143966633603,43989500
2010-05-04,22.743804931640625,23.060844429568732,22.45696035721672,23.038199676713777,82085600
2010-05-05,22.532453536987305,22.71361881747302,22.411676683330164,22.472065110158734,66833800
2010-05-06,21.875730514526367,22.555100750176326,21.0680346779379,22.336193219030527,128613000
2010-05-07,21.294483184814453,21.853077789928044,20.622661928081577,21.83798032713615,173718100
2010-05-10,21.84552574157715,22.253147096653198,21.671907825378586,21.89836541355246,86653300
2010-05-11,21.80023956298828,22.381478999645285,21.56623461775535,21.649269234355916,63789400
2010-05-12,22.22296142578125,22.328640806873345,21.830435953476922,21.875726911120164,47146800
2010-05-13,22.071983337402344,22.441862505258353,22.026692392706735,22.08708079889194,45188800
2010-05-14,21.837984085083008,22.049342841447555,21.619075156249966,22.041795548526142,63334000
2010-05-17,21.84552574157715,22.064433159728175,21.475646597976873,21.981400006526858,46053300
2010-05-18,21.686298370361328,21.9896029493745,21.534645357719587,21.891029503546587,52690600
2010-05-19,21.41332244873047,21.75454098687126,21.072105356859918,21.625636366492543,61746700
2010-05-20,20.556488037109375,21.110019078025196,20.50340991623667,20.965948859749048,87991100
2010-05-21,20.351749420166016,20.55648047934995,20.048444950784138,20.19251366982191,117596300
2010-05-24,19.91954803466797,20.366922841487305,19.911965239232174,20.35934004605151,73711700
2010-05-25,19.767894744873047,19.965043084663762,19.24469343720809,19.449424572329637,98373600
2010-05-26,18.96413803100586,20.177357855322928,18.622919458261237,19.88921740583405,176684100
2010-05-27,19.714813232421875,19.987788032292602,19.51008213251883,19.51008213251883,136433600
2010-05-28,19.563161849975586,19.80580693992452,19.457005617433687,19.593493028570528,67496900
2010-06-01,19.63140869140625,19.949878886173614,19.35085247593883,19.358435271798818,76152400
2010-06-02,20.06361961364746,20.07878520663891,19.510088485894652,19.760314985171302,65718800
2010-06-03,20.36692237854004,20.42000049911376,20.025703823037123,20.131860064184558,67837000
2010-06-04,19.555580139160156,20.1470236480979,19.426675525061132,19.790640983833615,89832200
2010-06-07,19.17645263671875,19.58591349197148,19.138538657168212,19.57833069606137,80456200
2010-06-08,19.039968490600586,19.15370755635119,18.691167049858617,19.146124759131727,87355000
2010-06-09,18.797319412231445,19.35085043520144,18.766988231990215,19.12337092220303,87794000
2010-06-10,18.9565486907959,19.070287693686698,18.789731582974056,19.055122107629288,78930900
2010-06-11,19.457002639770508,19.502497954430204,18.78214992828344,18.98688101365704,68057700
2010-06-14,19.33568572998047,19.684485641095844,19.312937343758463,19.608660579563175,50972400
2010-06-15,20.154613494873047,20.207691628732743,19.51767299601533,19.525255793176814,81641500
2010-06-16,19.95746612548828,20.154614522931038,19.889222393824607,20.071205196170823,48698000
2010-06-17,19.995372772216797,20.222850830066594,19.745146330073936,20.1394415339289,47995500
2010-06-18,20.048450469970703,20.116694175152322,19.84371935442584,19.995372354000594,52075600
2010-06-21,19.676902770996094,20.389668128946987,19.631406002068836,20.306260278454147,54625300
2010-06-22,19.540416717529297,20.056035231116816,19.53283392218003,19.836138504799063,55985400
2010-06-23,19.191612243652344,19.54799633579408,19.12336854287074,19.54799633579408,61466200
2010-06-24,18.9565486907959,19.502496772433663,18.903470585864852,19.305348492496996,85243400
2010-06-25,18.600170135498047,19.03996210278412,18.433351545178027,18.994465334731274,156256700
2010-06-28,18.4333553314209,18.6608348795992,18.289286541805524,18.585008363539764,73784800
2010-06-29,17.67508888244629,18.34994312484555,17.523437332470056,18.296863563770202,119882100
2010-06-30,17.447614669799805,17.95565043875387,17.402119339432858,17.667509971798772,81050500
2010-07-01,17.56135368347168,17.682675528386092,17.23530068291277,17.508275557105435,92239400
2010-07-02,17.644756317138672,17.80399063598055,17.477937758805357,17.713000009862313,62485100
2010-07-06,18.06180763244629,18.266538799166646,17.87982485522949,17.970816966973167,73592000
2010-07-07,18.425771713256836,18.44093730504632,17.90257181295353,18.061806187931815,79965300
2010-07-08,18.50917625427246,18.66841203450555,18.17554055219318,18.653246446622386,50758100
2010-07-09,18.40302276611328,18.509179004528924,18.312030671563956,18.4485180902528,53806100
2010-07-12,18.82765007019043,18.873145396514737,18.516762688812037,18.524345484244478,49854200
2010-07-13,19.055124282836914,19.184028886500023,18.88072436207802,19.062707076731222,61928700
2010-07-14,19.29018783569336,19.419092447916235,19.04754420004328,19.335683155810212,72808100
2010-07-15,19.34326171875,19.403922614392574,18.941382381199297,19.33567892601095,56934700
2010-07-16,18.87314796447754,19.44184468285693,18.865565168013347,19.343271221363544,65064800
2010-07-19,19.130952835083008,19.18403095178731,18.888309189423218,18.92622171670623,38181800
2010-07-20,19.32052230834961,19.32052230834961,18.729078662877388,18.850400510475307,45530700
2010-07-21,19.04755401611328,19.44943220241351,18.941396286105856,19.411519657156436,73297300
2010-07-22,19.59348487854004,19.707223858420246,19.312927378317244,19.34325854429575,73016400
2010-07-23,19.570741653442383,19.729977424187915,19.146115341904256,19.593490033911735,108520100
2010-07-26,19.7906436920166,19.86647020120463,19.563164164452512,19.60866093772755,67249900
2010-07-27,19.83613395690918,19.896794859525077,19.68448097723443,19.820968369687705,60672100
2010-07-28,19.676902770996094,19.85888550789442,19.585910679411814,19.76789341631014,69704800
2010-07-29,19.737565994262695,20.02570499985416,19.411513010126033,19.81339105881228,69446200
2010-07-30,19.570741653442383,19.593490033911735,19.22194183053213,19.52524633877365,83534800
2010-08-02,19.965045928955078,20.00295846474008,19.52525386100463,19.707236636059587,55044600
2010-08-03,19.83613395690918,19.98020414297319,19.692063770845166,19.86646513135213,56877700
2010-08-04,19.510087966918945,19.896801900290768,19.290192659474485,19.82855817991512,78531900
2010-08-05,19.237110137939453,19.39634448493323,19.115786871215864,19.328100780144418,64922100
2010-08-06,19.37360191345215,19.381184710289148,18.97172380498554,19.093045661836282,55982100
2010-08-09,19.419097900390625,19.510088566172595,19.237115122556126,19.373601121229083,57096500
2010-08-10,19.009634017944336,19.214365168691995,18.86556378820297,19.206782372782403,87257700
2010-08-11,18.85039710998535,18.88072684327829,18.622917602072214,18.713909694491516,76746900
2010-08-12,18.56983757019043,18.71390776572634,18.47126413931013,18.516759457695645,70240500
2010-08-13,18.501598358154297,18.70632950996413,18.38027651551227,18.46368582468008,45263500
2010-08-16,18.577425003051758,18.66083431281078,18.42577197553907,18.47126875155515,40909700
2010-08-17,18.836612701416016,19.027189526581225,18.75275988705366,18.836612701416016,52912600
2010-08-18,18.92046356201172,19.019564307480696,18.607917741352065,18.81374102441638,46818900
2010-08-19,18.63078498840332,18.85947652523743,18.455453259246152,18.76800049209792,54064600
2010-08-20,18.470705032348633,18.600297328016186,18.447836744515723,18.531689556545967,49560100
2010-08-23,18.508821487426758,18.783251122564753,18.47832849797489,18.630790537262705,51643000
2010-08-24,18.325862884521484,18.56217767199163,18.295369903436114,18.36397765689283,66522500
2010-08-25,18.371599197387695,18.46307522418463,18.19626893437254,18.295368205733425,47404800
2010-08-26,18.158153533935547,18.440207779635006,18.13528525319322,18.363976784528237,49105300
2010-08-27,18.24201202392578,18.310619790107395,17.92184293307346,18.203895790499534,60939400
2010-08-30,18.02094268798828,18.158158223823428,17.9904511544614,18.097173702783994,45453100
2010-08-31,17.891347885131836,18.089547914157485,17.77700210599774,17.990448626637395,66074600
2010-09-01,18.219139099121094,18.257255325884536,17.944709536351215,18.043808817965402,65235900
2010-09-02,18.2496337890625,18.257257035128877,18.074302037506868,18.20389431266424,48837100
2010-09-03,18.516437530517578,18.638406532898507,18.447829784930157,18.47832130853279,64189100
2010-09-07,18.264875411987305,18.52405991383893,18.23438388740871,18.371599382975486,51928700
2010-09-08,18.24201202392578,18.447835322470624,18.097173244877304,18.34873456954801,65512400
2010-09-09,18.302997589111328,18.455458169569816,18.287751094869762,18.44021312931397,46028900
2010-09-10,18.18102264404297,18.318238139723974,18.135284630144383,18.280121916487445,58284300
2010-09-13,19.14153480529785,19.27875033786403,18.363981090079932,18.447835349756073,114680400
2010-09-14,19.080551147460938,19.32448923682436,18.973827142875162,19.088174394501756,87160400
2010-09-15,19.149158477783203,19.225388038472172,18.996696448433923,19.13391198405114,56201900
2010-09-16,19.30924415588379,19.339737146278686,19.095797585076923,19.10342083267565,44548300
2010-09-17,19.225383758544922,19.461699996826493,19.11866123415024,19.362599263615422,70341600
2010-09-20,19.385465621948242,19.454073362531226,19.141527634979905,19.271119872304972,49838700
2010-09-21,19.172021865844727,19.377845116681648,19.11866060540226,19.377845116681648,52675700
2010-09-22,18.760374069213867,19.034803576132532,18.569797336138507,18.97381907970782,94299400
2010-09-23,18.62316131591797,18.745130326628406,18.569800055480314,18.684145821273187,46201800
2010-09-24,18.88996696472168,18.90521199887077,18.737504991349685,18.78324300176723,51948800
2010-09-27,18.85185432434082,19.050054345768416,18.745131795104967,18.943331816532563,43603300
2010-09-28,18.813739776611328,18.981446817993195,18.562178487545815,18.905215815915827,56041200
2010-09-29,18.676523208618164,18.798492223457657,18.600292210847144,18.775622487930747,44318900
2010-09-30,18.668899536132812,18.92808405023064,18.569800259088495,18.760377022161293,61262700
2010-10-01,18.58504867553711,18.920464246669802,18.524064158420764,18.88234946871668,62672300
2010-10-04,18.226764678955078,18.287749195602093,18.127665384648267,18.264879456614874,98143400
2010-10-05,18.562185287475586,18.63841631747885,18.226769627852804,18.341115445864716,78152900
2010-10-06,18.62316131591797,18.70701555602588,18.394468330346925,18.539307075810054,50489700
2010-10-07,18.699392318725586,18.867099345024428,18.508815557664732,18.768000069026314,50096100
2010-10-08,18.729888916015625,18.790873437908793,18.577428338275553,18.768005150939914,41327800
2010-10-11,18.745134353637695,18.859480143995427,18.676526588625933,18.859480143995427,27587800
2010-10-12,18.928085327148438,19.00431632831728,18.623162776458482,18.790869815841607,50141500
2010-10-13,19.316864013671875,19.469326030920026,18.973825201856307,19.072925949263272,75336500
2010-10-14,19.23300552368164,19.316859760101988,19.057675260243855,19.278744991175593,51949100
2010-10-15,19.469324111938477,19.47694590346265,19.233007863097647,19.33210860073681,68954800
2010-10-18,19.682769775390625,19.781870516076534,19.40071695279171,19.507439485236116,48330500
2010-10-19,19.133913040161133,19.339736354947526,19.01956723883061,19.26350533606526,66150900
2010-10-20,19.293987274169922,19.362595011639087,19.133903522731885,19.255872510680398,56283600
2010-10-21,19.37784767150879,19.469325168603156,19.095793388287856,19.362601179662146,50032400
2010-10-22,19.347352981567383,19.469323451598427,19.263500191776824,19.454076961096376,25837900
2010-10-25,19.202516555786133,19.324485577370723,19.1872700645917,19.24063132978678,50912400
2010-10-26,19.743759155273438,19.797120434652115,19.103420894757686,19.149160380498678,69304200
2010-10-27,19.85810089111328,19.903840367478534,19.530310034408746,19.659902309472592,64805500
2010-10-28,20.033430099487305,20.109659642448403,19.75899909207429,19.980067383835074,80730300
2010-10-29,20.330726623535156,20.73474983462069,20.185887894431264,20.696633614338015,114193200
2010-11-01,20.544174194335938,20.749995978933907,20.35359744468156,20.490811483085135,61912100
2010-11-02,20.87959098815918,20.902460724576876,20.597538175601272,20.62802970350613,54402100
2010-11-03,20.605161666870117,20.955822238878696,20.551798947925604,20.93295250218819,110255300
2010-11-04,20.689014434814453,20.910084193929595,20.58991515058087,20.89483770282122,93599300
2010-11-05,20.46794891357422,20.72713348172712,20.2240108386034,20.711886988545036,110953700
2010-11-08,20.43745231628418,22.007805940930744,20.262122037624774,20.33835303608093,71670800
2010-11-09,20.544174194335938,20.666143197795922,20.36121923516075,20.437450225819543,58538600
2010-11-10,20.53655242919922,20.64327495141804,20.437451698008612,20.58991369030863,52277300
2010-11-11,20.338350296020508,20.368841818903817,20.033427797261574,20.338350296020508,62073100
2010-11-12,20.025806427001953,20.216383188308058,19.896214171154387,20.178266963655656,64962200
2010-11-15,19.972448348999023,20.20113991741326,19.949578610563385,20.071547640915718,51794600
2010-11-16,19.796035766601562,19.97244479475215,19.673317333143228,19.97244479475215,65339200
2010-11-17,19.611957550048828,19.8727345793467,19.596617380579758,19.865064494612167,58299700
2010-11-18,19.819046020507812,20.00312367068638,19.642638455284906,19.719336379003302,59514000
2010-11-19,19.704002380371094,19.81138066957067,19.634973062194373,19.78837040920527,52423200
2010-11-22,19.73467445373535,19.7423445378767,19.51224786531204,19.67331524352351,53350500
2010-11-23,19.266817092895508,19.634972470123717,19.24380683322396,19.61196221045217,69742500
2010-11-24,19.45855712890625,19.527584954627926,19.297488301105414,19.3281686351318,56825900
2010-11-26,19.366525650024414,19.489244111367253,19.305166419352997,19.33584530322898,21356500
2010-11-29,19.41253662109375,19.49690607671803,19.121080762539,19.320498544884394,56603600
2010-11-30,19.37419319152832,19.535260602286513,19.174775352313944,19.213124317850866,75282100
2010-12-01,19.97244644165039,20.133513850251163,19.604289647998602,19.611959733587103,74123500
2010-12-02,20.624391555786133,20.693420876321102,20.0951687155774,20.125847600859878,91759200
2010-12-03,20.724092483520508,20.754771355863255,20.540014860707313,20.563023649234644,52622000
2010-12-06,20.586036682128906,20.693414944215114,20.52467746623406,20.655065982875495,36264200
2010-12-07,20.609050750732422,20.808467142106675,20.59371057818998,20.770118173669943,57860500
2010-12-08,20.885160446166992,20.892830530199554,20.55535414736162,20.578364399459304,41666800
2010-12-09,20.770116806030273,20.96953464719293,20.71642766858634,20.92351559551517,47148300
2010-12-10,20.969533920288086,21.015552970370603,20.793126342539082,20.85448556362218,37625800
2010-12-13,20.900501251220703,21.053900010709185,20.839142040009108,20.91584141975335,47943900
2010-12-14,21.184295654296875,21.28400385751236,20.90817837936248,20.94652735069471,64070500
2010-12-15,21.36069679260254,21.46807505014179,21.115259939416227,21.115259939416227,69634200
2010-12-16,21.46807289123535,21.46807289123535,21.214965978975428,21.291665353612746,57680200
2010-12-17,21.399049758911133,21.544778466370264,21.284001395304163,21.414389930837213,87456500
2010-12-20,21.330015182495117,21.468073769909157,21.230307015428842,21.4373948965499,52811000
2010-12-21,21.52943992614746,21.583129069038492,21.291673094950276,21.36070241093001,38153000
2010-12-22,21.621482849121094,21.782550302730083,21.460413932592456,21.483424195787876,42252300
2010-12-23,21.705841064453125,21.72118123297391,21.445064051275754,21.452734135536144,24902500
2010-12-27,21.52943992614746,21.6291495883046,21.38371120764364,21.567790358869217,21652800
2010-12-28,21.483421325683594,21.606139787158472,21.445070892148035,21.452740978855147,23042200
2010-12-29,21.45273780822754,21.567787628910867,21.38370850098524,21.429729014426265,19502500
2010-12-30,21.36069679260254,21.475745134668742,21.307007663832913,21.414385921372165,20786100
2010-12-31,21.406719207763672,21.41438929349843,21.19196119594816,21.322349727600564,24752000
2011-01-03,21.460411071777344,21.613809880125096,21.4143920144408,21.51410021582322,53443800
2011-01-04,21.544775009155273,21.60613422409418,21.360697364338556,21.42972666400971,54405600
2011-01-05,21.475746154785156,21.483416239676444,21.299338591042865,21.399046768791386,58998700
2011-01-06,22.10468101501465,22.127691272320426,21.368370336261062,21.506428954257178,88026300
2011-01-07,21.935941696166992,22.043319962176277,21.667494568224626,21.96662057377572,73762000
2011-01-10,21.644489288330078,21.782547926603314,21.506432112976334,21.67516963591057,57573600
2011-01-11,21.560115814208984,21.667494077787797,21.514095304458817,21.62914511591511,50298900
2011-01-12,21.89759635925293,21.92827670691057,21.529440964878233,21.567791399450282,52631100
2011-01-13,21.621482849121094,21.774880214998277,21.483424195787876,21.728861151527088,67077600
2011-01-14,21.705841064453125,21.767200275617274,21.40671509289278,21.53710359948147,62688400
2011-01-18,21.98196029663086,22.0433195135186,21.58312465540098,21.598464825352696,53322700
2011-01-19,21.836231231689453,21.997300087569013,21.6828339235727,21.82856114684575,50005900
2011-01-20,21.744192123413086,21.897589424362405,21.5754531905741,21.85924046485483,58613600
2011-01-21,21.4910831451416,21.805549264566224,21.4910831451416,21.78253901329653,58080300
2011-01-24,21.7672061920166,21.905264820390475,21.468080139152796,21.491090398188238,52047800
2011-01-25,21.820886611938477,21.820886611938477,21.567779732359114,21.583118434970967,42436600
2011-01-26,22.073991775512695,22.235059112306246,21.859233863536033,21.86690394570505,74628800
2011-01-27,22.14302635192871,22.59554960486089,21.85156901142175,22.05098680678995,146938600
2011-01-28,21.283994674682617,22.189044051673076,21.05389802012386,22.166033801049657,141249400
2011-01-31,21.26866340637207,21.39905195528807,21.030896568790943,21.29934375337323,65029000
2011-02-01,21.46807289123535,21.52176201460581,21.176617023116215,21.32234422571634,62810700
2011-02-02,21.42972755432129,21.56011607434842,21.383707044015846,21.42205746927038,45824000
2011-02-03,21.20729637145996,21.452733205475898,21.12292837409131,21.452733205475898,60340100
2011-02-04,21.299335479736328,21.35302460321358,21.099917690450184,21.245646356259076,40412200
2011-02-07,21.629146575927734,21.736524846754804,21.314680386003413,21.322349008560302,68980900
2011-02-08,21.69050407409668,21.736523120379143,21.51409504799554,21.55244547233018,34904200
2011-02-09,21.45273780822754,21.67516590110145,21.40671875770575,21.621476765006157,52905100
2011-02-10,21.092248916625977,21.42972530890931,20.931181536191037,21.422055224662074,76672400
2011-02-11,20.900501251220703,21.330015729701866,20.762442660264867,21.29166677128924,83939700
2011-02-14,20.885160446166992,20.915840782297234,20.67040394493108,20.869820278101873,56766200
2011-02-15,20.800291061401367,21.085755653774072,20.79257711462546,20.862014408133266,44116500
2011-02-16,20.846590042114258,20.88516567422977,20.522549729019413,20.86973483275715,70817900
2011-02-17,20.99317741394043,21.11662266705515,20.76172069142798,20.80801174161728,57207300
2011-02-18,20.877445220947266,20.993173560963317,20.82343876037749,20.931451681517046,68667800
2011-02-22,20.514829635620117,20.908307174153332,20.460823174333036,20.661419653089126,60889000
2011-02-23,20.514829635620117,20.72314153335518,20.391385875088016,20.468538593312005,60234100
2011-02-24,20.65370750427246,20.877448803825377,20.44539557355476,20.553408513230927,64494200
2011-02-25,20.48396873474121,20.792579619313855,20.44539310995251,20.761717942230288,53006300
2011-02-28,20.507116317749023,20.723143656596676,20.453109850928573,20.59198446364736,51379900
2011-03-01,20.183074951171875,20.66142064998789,20.175359531820643,20.52254604479725,60055000
2011-03-02,20.121355056762695,20.345097825366306,20.090494847873256,20.14450131710422,48658200
2011-03-03,20.21394157409668,20.368245584175856,20.19851073161892,20.26023262996382,68271500
2011-03-04,20.021060943603516,20.244802278695207,19.905331093778457,20.229371435843046,70437200
2011-03-07,19.84360694885254,20.267946249880747,19.712447742580693,20.1599318337024,64980400
2011-03-08,19.990201950073242,20.075070125623565,19.789605380678346,19.882188978693822,50549800
2011-03-09,19.974756240844727,20.0441935197927,19.797306070895573,19.913034378620445,39789100
2011-03-10,19.604433059692383,19.835889769500717,19.55814201204389,19.766453933810915,66549500
2011-03-11,19.812742233276367,19.943901409725846,19.56585471797515,19.60443034040384,49905800
2011-03-14,19.820465087890625,19.874471568178045,19.558146636580673,19.666159597155517,54473400
2011-03-15,19.58900260925293,19.65072449786616,19.288108586209155,19.349830474822387,76067300
2011-03-16,19.126089096069336,19.50413584610352,19.04122094776329,19.45784332617337,100725400
2011-03-17,19.118377685546875,19.457847406832144,19.095231420727615,19.334403604261826,62497000
2011-03-18,19.133806228637695,19.4269863507212,19.133806228637695,19.334402767019533,85486700
2011-03-21,19.542713165283203,19.735594266982233,19.403838536609335,19.42698479857699,46878100
2011-03-22,19.519569396972656,19.643013200104903,19.465562917048075,19.519569396972656,30895600
2011-03-23,19.70473289489746,19.758739364740496,19.42698365391506,19.46555928335553,43969000
2011-03-24,19.913043975830078,19.9593364984832,19.67387182838621,19.751024561242097,38696700
2011-03-25,19.766454696655273,20.02105767589665,19.74330843615481,20.005626835563007,57029800
2011-03-28,19.604433059692383,19.84360518936978,19.581286800085202,19.797314141721287,48973200
2011-03-29,19.66615104675293,19.68929730176959,19.519561041445257,19.5504227148008,40763500
2011-03-30,19.758737564086914,19.843604235435073,19.673869421172956,19.751022144588756,41999300
2011-03-31,19.58900260925293,19.81274537520459,19.55042698070687,19.751023486591354,63233700
2011-04-01,19.65843391418457,19.69701100251505,19.52727475699184,19.69701100251505,63114200
2011-04-04,19.712440490722656,19.797308614020018,19.604427585846352,19.63528925670556,35433700
2011-04-05,19.889902114868164,20.198511620168645,19.85904042855502,19.920762329615116,73651100
2011-04-06,20.17536163330078,20.29880541264695,19.95162033507307,20.044202433799736,65581400
2011-04-07,20.21394157409668,20.26023262996382,20.036489828734734,20.2062261528578,46134700
2011-04-08,20.11363983154297,20.2756607123717,20.0287716810343,20.190792561863034,39887600
2011-04-11,20.044208526611328,20.252520519415533,19.90533386474186,20.20622945598117,34286300
2011-04-12,19.781888961791992,19.943909882266432,19.71245163466956,19.92847903811338,36920400
2011-04-13,19.774171829223633,19.959338999910443,19.720165350925882,19.789602672041894,38144700
